Time (sec),Accel Position (%),Baro Pressure (kPa),Boost (kPa),Coolant Temp (C),Fuel Press Final (kPa),Fuel Press Raw (kPa),Gear Position (Gear),Intake Temp (C),Man Abs Press (kPa),RPM (RPM),Req Torque (Nm),Target Throttle (%),Throttle Pos (%),Vehicle Speed (kph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.2-17441][2020 USDM WRX STI COBB Custom Features][Reflash: Stage1 ACN91 v400 Boost Select.ptm - Realtime: Stage1 ACN91 v400 Boost Select.ptm]
187.109,12.5,99.97,-25.92,89,0.00,0.00,6,39,74.12,3224,103.54,11.96,20.0,130,0.00,0
187.190,12.5,99.97,-25.37,89,0.00,0.00,6,39,74.26,3220,103.54,11.96,20.4,130,0.00,0
187.258,12.5,99.97,-24.27,89,0.00,0.00,6,39,75.57,3220,103.54,11.96,20.0,130,0.00,0
187.335,12.5,99.97,-24.68,89,0.00,0.00,6,39,75.43,3223,110.50,13.29,20.4,130,0.00,0
187.401,12.9,99.97,-23.44,89,0.00,0.00,6,39,76.53,3222,117.50,13.30,21.6,130,0.00,0
187.480,12.9,99.97,-19.93,89,0.00,0.00,6,39,79.84,3224,117.49,13.29,21.6,130,0.00,0
187.554,12.9,99.97,-19.65,89,0.00,0.00,6,39,80.26,3224,124.46,13.75,21.6,130,0.00,0
187.629,13.3,99.97,-18.96,89,0.00,0.00,6,39,80.67,3206,131.43,14.18,22.0,130,0.00,0
187.698,13.3,99.97,-17.10,89,0.00,0.00,6,39,83.36,3205,124.45,13.75,22.4,130,0.00,0
187.787,13.3,99.97,-15.93,89,0.00,0.00,6,39,84.25,3202,124.45,13.75,22.0,130,0.00,0
187.851,13.3,99.97,-15.65,89,0.00,0.00,6,39,84.25,3205,124.45,13.75,21.6,130,0.00,0
187.932,13.3,99.97,-15.58,89,0.00,0.00,6,39,84.25,3204,124.44,13.75,21.6,130,0.00,0
188.009,13.3,99.97,-15.58,89,0.00,0.00,6,39,84.67,3208,124.21,14.20,22.0,130,0.00,0
188.079,13.3,99.97,-14.75,89,0.00,0.00,6,39,84.94,3204,124.43,13.75,22.0,130,0.00,0
188.147,13.3,99.97,-14.48,89,0.00,0.00,6,39,85.56,3206,124.43,13.75,22.0,130,0.00,0
188.229,13.3,99.97,-14.48,89,0.00,0.00,6,39,85.84,3207,124.42,13.75,22.0,130,0.00,0
188.300,13.3,99.97,-14.00,89,0.00,0.00,6,39,85.98,3209,124.41,13.75,21.6,130,0.00,0
188.379,13.3,99.97,-13.72,89,0.00,0.00,6,39,86.12,3206,117.42,13.29,22.0,130,0.00,0
188.453,12.9,99.97,-13.44,89,0.00,0.00,6,39,86.67,3208,117.42,13.29,21.6,130,0.00,0
188.541,13.3,99.97,-13.86,89,0.00,0.00,6,39,86.12,3210,117.41,13.30,21.6,130,0.00,0
188.609,12.9,99.97,-13.38,89,0.00,0.00,6,39,86.39,3209,117.40,13.29,21.6,130,0.00,0
188.673,12.5,99.97,-14.00,89,0.00,0.00,6,39,85.98,3209,110.42,12.62,20.8,130,0.00,0
188.763,12.5,99.97,-15.24,89,0.00,0.00,6,39,84.67,3210,110.41,12.62,20.8,130,0.00,0
188.829,12.5,99.97,-16.13,89,0.00,0.00,6,39,83.84,3211,110.40,12.62,20.8,130,0.00,0
188.907,12.5,99.97,-16.48,89,0.00,0.00,6,39,83.84,3213,110.38,12.62,20.8,130,0.00,0
188.980,12.5,99.97,-16.00,89,0.00,0.00,6,39,83.98,3214,103.39,11.96,20.4,130,0.00,0
189.052,12.2,99.97,-16.20,89,0.00,0.00,6,39,83.43,3208,96.42,11.29,19.2,130,0.00,0
189.134,11.8,99.97,-19.72,89,0.00,0.00,6,39,80.12,3206,91.43,11.30,18.8,130,0.00,0
189.210,12.2,99.97,-22.06,89,0.00,0.00,6,39,77.98,3232,96.42,11.95,19.6,130,0.00,0
189.275,12.5,99.97,-21.93,89,0.00,0.00,6,39,77.36,3233,103.39,11.95,20.0,130,0.00,0
189.364,12.5,99.97,-20.13,89,0.00,0.00,6,39,79.36,3233,96.39,11.95,19.6,130,0.00,0
189.429,12.5,99.97,-20.34,89,0.00,0.00,6,39,79.22,3233,103.38,11.95,20.0,130,0.00,0
189.506,12.5,99.97,-20.34,89,0.00,0.00,6,39,79.57,3233,110.36,12.62,20.8,130,0.00,0
189.580,12.5,99.97,-19.31,89,0.00,0.00,6,39,80.67,3232,103.39,11.29,20.4,130,0.00,0
189.663,12.5,99.97,-18.27,89,0.00,0.00,6,39,81.70,3234,103.38,11.95,20.0,130,0.00,0
189.739,12.5,99.97,-19.86,88,0.00,0.00,6,39,79.98,3236,110.35,12.62,20.8,130,0.00,0
189.804,12.5,99.97,-18.82,88,0.00,0.00,6,39,80.39,3232,110.34,12.62,20.8,130,0.00,0
189.881,12.5,99.97,-17.79,88,0.00,0.00,6,39,81.98,3232,103.36,11.95,20.0,130,0.00,0
189.948,12.5,99.97,-18.55,88,0.00,0.00,6,39,81.08,3232,103.36,11.95,20.0,130,0.00,0
190.039,12.5,99.97,-19.31,88,0.00,0.00,6,39,80.39,3234,110.34,12.62,20.8,130,0.00,0
190.101,12.5,99.97,-18.27,88,0.00,0.00,6,39,80.81,3234,103.35,11.95,20.4,130,0.00,0
190.179,12.5,99.97,-17.93,88,0.00,0.00,6,39,82.25,3236,110.33,12.62,20.4,130,0.00,0
190.256,12.5,99.97,-18.27,88,0.00,0.00,6,39,81.70,3232,103.34,11.95,20.0,130,0.00,0
190.323,12.2,99.97,-19.44,88,0.00,0.00,6,38,79.84,3231,90.50,10.77,19.2,130,0.00,0
190.414,11.8,99.97,-22.06,88,0.00,0.00,6,38,77.08,3234,91.36,11.28,18.4,130,0.00,0
190.479,12.2,99.97,-24.27,88,0.00,0.00,6,38,75.57,3212,96.36,11.28,19.6,130,0.00,0
190.557,12.2,99.97,-23.03,88,0.00,0.00,6,38,76.39,3210,96.36,11.28,19.6,130,0.00,0
190.634,12.2,99.97,-22.68,88,0.00,0.00,6,38,77.22,3211,96.36,11.28,19.2,130,0.00,0
190.699,12.2,99.97,-22.96,88,0.00,0.00,6,38,77.22,3210,103.34,11.95,20.0,130,0.00,0
190.779,12.5,99.97,-21.99,88,0.00,0.00,6,38,77.98,3213,103.33,11.95,20.0,130,0.00,0
190.849,12.5,99.97,-21.24,88,0.00,0.00,6,38,78.39,3212,103.33,11.95,20.0,130,0.00,0
190.930,12.5,99.97,-20.82,88,0.00,0.00,6,38,79.08,3213,103.30,12.62,20.0,130,0.00,0
191.009,12.5,99.97,-20.34,88,0.00,0.00,6,38,79.22,3209,103.32,11.95,20.0,130,0.00,0
191.085,12.5,99.97,-20.82,88,0.00,0.00,6,38,79.36,3209,103.33,11.95,20.0,130,0.00,0
191.153,12.5,99.97,-20.75,88,0.00,0.00,6,38,79.08,3212,110.31,12.62,20.8,130,0.00,0
191.240,12.5,99.97,-19.31,88,0.00,0.00,6,38,80.67,3212,110.30,12.61,20.8,130,0.00,0
191.305,12.5,99.97,-18.48,88,0.00,0.00,6,38,81.22,3209,103.32,11.95,20.0,130,0.00,0
191.384,12.5,99.97,-20.06,88,0.00,0.00,6,38,79.98,3210,103.32,11.94,20.0,130,0.00,0
191.459,12.5,99.97,-20.82,88,0.00,0.00,6,38,79.36,3213,110.29,12.61,20.8,130,0.00,0
191.541,12.5,99.97,-19.17,88,0.00,0.00,6,38,79.70,3210,103.30,11.95,20.0,130,0.00,0
191.619,12.5,99.97,-19.51,88,0.00,0.00,6,38,80.53,3211,103.30,11.95,20.0,130,0.00,0
191.673,12.5,99.97,-20.34,88,0.00,0.00,6,38,79.43,3210,110.28,12.61,20.4,130,0.00,0
191.761,12.5,99.97,-19.99,88,0.00,0.00,6,38,79.98,3230,110.28,12.61,20.8,130,0.00,0
191.824,12.5,99.97,-18.41,88,0.00,0.00,6,38,81.36,3234,110.28,12.61,20.8,130,0.00,0
191.914,12.5,99.97,-18.27,88,0.00,0.00,6,38,81.84,3232,117.26,12.61,20.8,130,0.00,0
191.979,12.5,99.97,-17.72,88,0.00,0.00,6,38,81.98,3231,110.26,12.61,20.8,130,0.00,0
192.058,12.5,99.97,-18.06,88,0.00,0.00,6,38,81.84,3229,103.28,11.95,20.0,130,0.00,0
192.132,12.5,99.97,-18.82,88,0.00,0.00,6,38,80.94,3228,103.29,11.94,20.0,130,0.00,0
192.222,12.5,99.97,-19.72,88,0.00,0.00,6,38,80.12,3233,110.27,12.61,20.0,130,0.00,0
192.277,12.5,99.97,-19.58,88,0.00,0.00,6,38,79.98,3233,110.26,12.61,20.8,130,0.00,0
192.361,12.5,99.97,-18.27,88,0.00,0.00,6,38,81.36,3233,110.25,12.61,20.8,130,0.00,0
192.426,12.5,99.97,-17.31,88,0.00,0.00,6,38,82.25,3233,110.24,12.61,20.8,130,0.00,0
192.514,12.5,99.97,-17.37,88,0.00,0.00,6,38,82.67,3232,103.26,11.94,19.6,130,0.00,0
192.579,12.5,99.97,-19.65,88,0.00,0.00,6,38,80.26,3233,96.27,11.28,19.6,130,0.00,0
192.664,12.2,99.97,-20.89,88,0.00,0.00,6,38,79.43,3232,96.27,11.28,19.2,130,0.00,0
192.730,12.2,99.97,-21.99,88,0.00,0.00,6,38,77.98,3230,96.27,11.28,19.2,130,0.00,0
192.820,12.2,99.97,-23.10,88,0.00,0.00,6,38,77.08,3230,96.28,11.28,19.2,130,0.00,0
192.882,12.2,99.97,-22.96,88,0.00,0.00,6,38,76.67,3231,96.28,11.28,19.2,130,0.00,0
192.960,12.2,99.97,-23.37,88,0.00,0.00,6,38,76.81,3230,103.26,11.94,19.6,130,0.00,0
193.037,12.5,99.97,-22.34,88,0.00,0.00,6,38,77.57,3234,110.23,12.61,20.8,130,0.00,0
193.100,12.5,99.97,-20.34,88,0.00,0.00,6,38,79.36,3212,110.22,12.61,20.8,130,0.00,0
193.181,12.5,99.97,-18.75,88,0.00,0.00,6,38,80.94,3208,96.26,11.27,20.0,130,0.00,0
193.257,12.2,99.97,-20.41,88,0.00,0.00,6,38,80.67,3206,96.28,11.27,19.6,130,0.00,0
193.341,12.2,99.97,-22.06,88,0.00,0.00,6,38,78.67,3207,103.26,11.94,20.0,130,0.00,0
193.419,12.5,99.97,-21.99,88,0.00,0.00,6,38,78.81,3212,103.26,11.94,20.8,130,0.00,0
193.482,12.5,99.97,-19.51,88,0.00,0.00,6,38,80.39,3210,103.24,11.94,20.8,130,0.00,0
193.549,12.5,99.97,-18.75,88,0.00,0.00,6,38,81.36,3213,110.22,12.61,21.6,130,0.00,0
193.636,12.5,99.97,-16.89,88,0.00,0.00,6,38,81.70,3200,110.23,11.94,21.6,130,0.00,0
193.704,12.5,99.97,-15.58,88,0.00,0.00,6,38,84.39,3214,110.22,12.61,21.6,130,0.00,0
193.783,12.5,99.97,-16.20,88,0.00,0.00,6,38,84.39,3213,110.22,12.61,21.6,130,0.00,0
193.860,12.9,99.97,-15.17,88,0.00,0.00,6,38,84.94,3209,110.20,12.61,21.2,130,0.00,0
193.933,12.5,99.97,-15.24,88,0.00,0.00,6,38,84.81,3211,110.20,12.61,21.6,130,0.00,0
194.001,12.2,99.97,-15.17,88,0.00,0.00,6,38,84.39,3207,103.23,11.94,20.4,130,0.00,0
194.089,12.5,99.97,-17.17,88,0.00,0.00,6,38,83.70,3210,110.22,12.60,21.6,130,0.00,0
194.152,12.5,99.97,-15.58,88,0.00,0.00,6,38,83.08,3210,110.21,12.60,21.6,130,0.00,0
194.232,12.5,99.97,-14.48,88,0.00,0.00,6,38,85.56,3210,110.20,12.60,21.6,130,0.00,0
194.309,12.5,99.97,-14.20,88,0.00,0.00,6,38,85.84,3210,110.20,12.60,21.6,130,0.00,0
194.382,12.5,99.97,-14.07,88,0.00,0.00,6,38,85.84,3206,110.21,12.61,21.6,130,0.00,0
194.459,12.5,99.97,-14.00,88,0.00,0.00,6,38,85.98,3210,110.21,12.60,21.2,130,0.00,0
194.539,12.5,99.97,-14.41,88,0.00,0.00,6,38,85.84,3214,117.17,13.27,22.4,130,0.00,0
194.602,12.9,99.97,-12.82,88,0.00,0.00,6,38,85.98,3235,117.15,13.27,22.4,130,0.00,0
194.689,12.5,99.97,-11.24,88,0.00,0.00,6,38,88.67,3230,110.19,11.94,21.6,130,0.00,0
194.754,12.5,99.97,-12.82,88,0.00,0.00,6,38,86.53,3226,103.20,11.94,20.0,130,0.00,0
194.843,12.5,99.97,-16.06,88,0.00,0.00,6,38,83.84,3232,110.19,12.60,21.6,130,0.00,0
194.899,12.9,99.97,-14.41,88,0.00,0.00,6,38,85.08,3234,117.16,13.27,22.4,130,0.00,0
194.990,12.5,99.97,-11.86,88,0.00,0.00,6,38,87.36,3234,110.16,12.60,22.0,130,0.00,0
195.052,12.5,99.97,-11.45,88,0.00,0.00,6,38,88.53,3230,110.16,12.60,20.8,130,0.00,0
195.144,12.5,99.97,-13.86,88,0.00,0.00,6,38,86.53,3234,110.16,12.60,21.6,130,0.00,0
195.209,12.5,99.97,-13.31,88,0.00,0.00,6,38,86.81,3232,110.15,12.60,21.6,130,0.00,0
195.273,12.5,99.97,-12.96,88,0.00,0.00,6,38,86.94,3232,103.16,11.93,21.2,130,0.00,0
195.363,12.5,99.97,-12.69,88,0.00,0.00,6,38,87.22,3230,103.17,11.93,20.8,130,0.00,0
195.430,12.5,99.97,-14.75,88,0.00,0.00,6,38,85.36,3231,103.17,11.93,20.8,130,0.00,0
195.508,12.5,99.97,-15.17,88,0.00,0.00,6,38,84.94,3231,103.17,11.93,20.8,130,0.00,0
195.582,12.5,99.97,-15.31,88,0.00,0.00,6,38,85.08,3234,110.15,12.60,21.6,130,0.00,0
195.660,12.5,99.97,-12.96,88,0.00,0.00,6,38,86.94,3234,110.13,12.60,21.6,130,0.00,0
195.734,12.5,99.97,-12.69,88,0.00,0.00,6,38,87.22,3234,110.13,12.60,21.6,130,0.00,0
195.799,12.5,99.97,-12.13,88,0.00,0.00,6,38,87.36,3231,110.13,12.60,21.6,130,0.00,0
195.888,12.9,99.97,-12.48,88,0.00,0.00,6,38,87.36,3235,117.11,13.27,22.0,130,0.00,0
195.953,12.9,99.97,-11.31,88,0.00,0.00,6,38,88.67,3238,124.09,13.27,22.4,130,0.00,0
196.042,12.9,99.97,-10.07,88,0.00,0.00,6,38,89.98,3212,117.09,13.27,22.4,130,0.00,0
196.107,12.9,99.97,-9.72,88,0.00,0.00,6,38,90.25,3212,117.09,13.26,22.0,130,0.00,0
196.173,12.9,99.97,-9.72,88,0.00,0.00,6,38,89.98,3213,124.07,13.73,22.4,130,0.00,0
196.263,12.9,99.97,-8.96,88,0.00,0.00,6,38,90.11,3216,124.06,13.73,22.7,130,0.00,0
196.329,12.9,99.97,-7.86,88,0.00,0.00,6,38,91.56,3215,117.07,13.26,22.4,130,0.00,0
196.408,12.9,99.97,-7.79,88,0.00,0.00,6,38,91.84,3217,124.05,13.73,22.4,130,0.00,0
196.479,12.9,99.97,-7.93,88,0.00,0.00,6,38,91.70,3214,117.05,13.26,22.4,130,0.00,0
196.559,12.9,99.97,-7.38,88,0.00,0.00,6,38,92.53,3215,117.06,13.26,22.4,130,0.00,0
196.636,12.9,99.97,-7.52,88,0.00,0.00,6,38,92.25,3220,124.03,13.73,22.4,130,0.00,0
196.700,13.3,99.97,-8.00,88,0.00,0.00,6,37,91.56,3219,124.01,13.73,22.7,130,0.00,0
196.788,12.9,99.97,-5.79,88,0.00,0.00,6,37,92.67,3214,117.02,13.26,22.7,130,0.00,0
196.850,12.9,99.97,-5.93,88,0.00,0.00,6,37,93.36,3217,117.03,13.26,22.4,130,0.00,0
196.930,12.9,99.97,-7.17,88,0.00,0.00,6,37,92.67,3220,117.00,13.73,22.0,130,0.00,0
197.007,12.9,99.97,-7.45,88,0.00,0.00,6,37,92.53,3219,117.49,13.71,22.4,130,0.00,0
197.082,12.9,99.97,-6.96,88,0.00,0.00,6,37,92.80,3221,117.00,13.26,22.4,130,0.00,0
197.160,12.9,99.97,-7.38,88,0.00,0.00,6,37,92.80,3240,123.98,13.73,22.4,130,0.00,0
197.238,12.9,99.97,-7.10,88,0.00,0.00,6,37,92.67,3242,123.97,13.73,22.7,130,0.00,0
197.299,12.9,99.97,-5.86,88,0.00,0.00,6,37,93.98,3244,116.98,13.26,22.7,130,0.00,0
197.389,12.9,99.97,-5.65,88,0.00,0.00,6,37,94.25,3242,116.97,13.26,22.4,130,0.00,0
197.454,12.9,99.97,-6.76,88,0.00,0.00,6,37,93.22,3240,116.97,13.26,22.4,130,0.00,0
197.542,12.9,99.97,-6.96,88,0.00,0.00,6,37,93.22,3244,116.97,13.26,22.0,130,0.00,0
197.608,12.9,99.97,-6.76,88,0.00,0.00,6,37,92.94,3246,116.96,13.26,22.0,130,0.00,0
197.685,12.9,99.97,-7.10,88,0.00,0.00,6,37,93.22,3248,116.96,12.59,22.0,130,0.00,0
197.761,12.9,99.97,-8.14,88,0.00,0.00,6,37,91.84,3247,116.94,13.26,21.6,130,0.00,0
197.826,12.9,99.97,-8.34,88,0.00,0.00,6,37,91.56,3245,116.93,13.26,22.4,130,0.00,0
197.909,12.9,99.97,-7.38,88,0.00,0.00,6,37,92.53,3246,116.93,13.29,22.4,130,0.00,0
197.983,12.9,99.97,-6.83,88,0.00,0.00,6,37,93.22,3248,123.90,13.73,22.7,132,0.00,0
198.049,12.9,99.97,-5.03,88,0.00,0.00,6,37,94.53,3230,123.90,13.71,22.7,132,0.00,0
198.140,12.9,99.97,-4.96,88,0.00,0.00,6,37,94.80,3230,109.91,12.59,21.6,132,0.00,0
198.204,12.5,99.97,-6.96,88,0.00,0.00,6,37,92.53,3228,116.89,13.26,21.6,132,0.00,0
198.290,12.5,99.97,-8.34,88,0.00,0.00,6,37,91.84,3231,109.89,12.59,21.6,132,0.00,0
198.355,12.5,99.97,-8.20,88,0.00,0.00,6,37,91.84,3230,109.90,11.93,21.6,132,0.00,0
198.434,12.5,99.97,-9.10,88,0.00,0.00,6,37,91.49,3230,102.90,11.93,20.8,132,0.00,0
198.510,12.5,99.97,-11.38,88,0.00,0.00,6,37,89.43,3232,102.89,11.92,20.8,132,0.00,0
198.582,12.5,99.97,-12.13,88,0.00,0.00,6,37,87.22,3230,102.89,11.92,20.8,132,0.00,0
198.659,12.5,99.97,-12.62,88,0.00,0.00,6,37,87.36,3235,102.87,11.92,20.8,132,0.00,0
198.739,12.5,99.97,-12.48,88,0.00,0.00,6,37,87.43,3258,109.85,12.59,21.2,132,0.00,0
198.802,12.5,99.97,-12.20,88,0.00,0.00,6,37,87.08,3255,109.83,12.59,21.6,132,0.00,0
198.880,12.5,99.97,-10.69,88,0.00,0.00,6,37,88.80,3246,102.85,11.93,20.8,132,0.00,0
198.957,12.2,99.97,-12.20,88,0.00,0.00,6,37,88.39,3251,95.88,11.25,20.0,132,0.00,0
199.024,12.5,99.97,-14.96,88,0.00,0.00,6,37,84.53,3255,109.86,12.59,21.6,132,0.00,0
199.112,12.9,99.97,-14.07,88,0.00,0.00,6,37,86.53,3257,116.82,13.26,22.4,132,0.00,0
199.178,12.9,99.97,-10.20,88,0.00,0.00,6,37,89.56,3256,109.83,12.59,22.0,132,0.00,0
199.265,12.5,99.97,-9.38,88,0.00,0.00,6,37,90.39,3253,109.81,13.26,21.6,132,0.00,0
199.323,12.9,99.97,-10.82,88,0.00,0.00,6,37,89.36,3256,123.80,13.73,22.7,132,0.00,0
199.409,12.9,99.97,-8.76,88,0.00,0.00,6,37,89.36,3258,116.80,13.26,22.4,132,0.00,0
199.473,12.9,99.97,-7.58,88,0.00,0.00,6,37,91.56,3238,123.78,13.73,22.4,132,0.00,0
199.561,12.9,99.97,-8.34,88,0.00,0.00,6,37,91.49,3236,123.78,13.26,22.7,132,0.00,0
199.624,12.9,99.97,-7.10,88,0.00,0.00,6,37,92.80,3234,116.78,13.26,22.4,132,0.00,0
199.710,12.9,99.97,-7.03,88,0.00,0.00,6,37,92.67,3238,116.78,13.26,22.4,132,0.00,0
199.776,12.9,99.97,-7.52,88,0.00,0.00,6,37,92.25,3237,116.77,13.28,22.4,132,0.00,0
199.857,12.9,99.97,-7.72,88,0.00,0.00,6,37,92.25,3238,116.76,13.26,22.4,132,0.00,0
199.932,12.9,99.97,-7.72,88,0.00,0.00,6,37,92.25,3240,116.75,13.26,22.4,132,0.00,0
200.002,12.9,99.97,-7.93,88,0.00,0.00,6,37,91.98,3240,116.74,13.26,22.4,132,0.00,0
200.089,12.9,99.97,-7.86,88,0.00,0.00,6,37,92.53,3260,109.73,12.59,22.4,132,0.00,0
200.156,12.5,99.97,-7.58,88,0.00,0.00,6,37,92.25,3270,109.73,12.59,21.6,132,0.00,0
200.234,12.5,99.97,-9.10,88,0.00,0.00,6,37,91.56,3258,102.71,11.92,20.4,132,0.00,0
200.310,12.5,99.97,-12.55,88,0.00,0.00,6,37,89.22,3264,102.72,11.92,20.0,132,0.00,0
200.374,12.2,99.97,-14.96,88,0.00,0.00,6,37,84.39,3256,90.56,10.76,18.8,132,0.00,0
200.463,11.8,99.97,-19.24,88,0.00,0.00,6,37,80.67,3257,90.58,10.76,18.4,132,0.00,0
200.529,12.2,99.97,-21.86,88,0.00,0.00,6,37,78.12,3264,102.73,11.92,20.0,132,0.00,0
200.606,12.5,99.97,-20.82,88,0.00,0.00,6,37,78.12,3266,116.70,13.26,20.8,132,0.00,0
200.681,12.5,99.97,-16.75,88,0.00,0.00,6,37,81.84,3248,109.69,12.59,21.2,132,0.00,0
200.755,12.5,99.97,-14.82,88,0.00,0.00,6,37,85.22,3246,116.68,13.26,20.8,132,0.00,0
200.824,12.9,99.97,-15.72,88,0.00,0.00,6,37,85.08,3246,123.66,13.73,21.6,132,0.00,0
200.909,12.9,99.97,-13.44,88,0.00,0.00,6,37,86.53,3250,123.65,13.26,22.0,132,0.00,0
200.976,12.9,99.97,-11.86,88,0.00,0.00,6,37,87.84,3246,116.65,12.59,21.6,132,0.00,0
201.064,12.5,99.97,-12.41,88,0.00,0.00,6,37,88.25,3242,102.66,11.92,20.4,132,0.00,0
201.129,12.5,99.97,-15.31,88,0.00,0.00,6,37,86.12,3246,109.67,12.59,20.4,132,0.00,0
201.210,12.9,99.97,-16.41,88,0.00,0.00,6,37,83.84,3274,116.63,13.73,21.6,132,0.00,0
201.288,13.3,99.97,-13.17,88,0.00,0.00,6,37,87.36,3278,130.60,14.16,22.4,134,0.00,0
201.350,12.9,99.97,-10.96,88,0.00,0.00,6,37,88.94,3273,116.59,13.26,22.0,134,0.00,0
201.438,12.5,99.97,-10.27,88,0.00,0.00,6,37,89.56,3267,109.60,11.92,20.8,132,0.00,0
201.502,12.5,99.97,-13.79,88,0.00,0.00,6,37,87.08,3271,109.62,12.59,20.4,132,0.00,0
201.589,12.5,99.97,-16.00,88,0.00,0.00,6,37,84.25,3277,109.60,12.59,20.8,134,0.00,0
201.654,12.5,99.97,-15.58,88,0.00,0.00,6,37,84.39,3252,95.59,11.28,20.0,134,0.00,0
201.742,11.4,99.97,-16.82,88,0.00,0.00,6,37,82.12,3246,80.21,10.09,18.0,132,0.00,0
201.804,11.8,99.97,-22.61,88,0.00,0.00,6,37,77.36,3253,87.05,10.46,18.0,134,0.00,0
201.881,11.8,99.97,-25.58,88,0.00,0.00,6,37,74.26,3251,90.44,10.76,18.8,134,0.00,0
201.957,11.8,99.97,-25.23,88,0.00,0.00,6,37,74.39,3253,90.44,10.78,18.8,134,0.00,0
202.030,11.8,99.97,-24.82,88,0.00,0.00,6,37,74.81,3256,90.43,10.76,18.8,134,0.00,0
202.114,11.8,99.97,-25.58,88,0.00,0.00,6,37,74.39,3279,90.41,10.79,18.8,134,0.00,0
202.189,10.6,99.97,-25.58,88,0.00,0.00,6,37,74.39,3273,56.46,8.18,17.6,134,0.00,0
202.254,5.5,99.97,-28.61,88,0.00,0.00,6,37,71.36,3273,18.12,5.64,13.7,134,0.00,0
202.343,0.0,99.97,-40.61,88,0.00,0.00,6,37,60.54,3268,14.35,5.06,12.9,134,0.00,0
202.398,0.0,99.97,-47.02,88,0.00,0.00,6,37,54.54,3256,10.97,4.20,12.2,132,0.00,0
202.486,0.0,99.97,-51.30,88,0.00,0.00,6,37,50.26,3260,7.21,3.01,11.0,132,0.00,0
202.549,0.4,99.97,-54.33,88,0.00,0.00,6,37,45.30,3273,3.82,1.45,9.4,132,0.00,0
202.635,3.9,99.97,-58.47,88,0.00,0.00,6,37,41.44,3243,6.71,2.78,10.6,132,0.00,0
202.700,2.7,99.97,-60.95,88,0.00,0.00,6,37,39.09,3238,3.97,1.60,9.4,132,0.00,0
202.780,2.7,99.97,-63.91,88,0.00,0.00,6,37,36.82,3234,5.30,2.48,9.4,132,0.00,0
202.857,3.9,99.97,-66.33,88,0.00,0.00,6,37,34.27,3230,7.18,3.15,10.6,132,0.00,0
202.941,3.9,99.97,-65.29,88,0.00,0.00,6,37,35.16,3228,7.18,3.38,11.0,132,0.00,0
203.007,3.9,99.97,-64.12,88,0.00,0.00,6,37,35.99,3222,7.18,3.13,11.0,132,0.00,0
203.079,3.9,99.97,-63.36,88,0.00,0.00,6,37,36.54,3222,6.71,2.97,10.2,132,0.00,0
203.151,3.9,99.97,-64.19,88,0.00,0.00,6,37,35.85,3223,6.71,2.96,10.2,130,0.00,0
203.241,3.9,99.97,-65.09,88,0.00,0.00,6,37,35.09,3214,7.18,3.11,10.6,130,0.00,0
203.305,3.9,99.97,-64.88,88,0.00,0.00,6,37,34.82,3214,6.71,2.92,11.0,130,0.00,0
203.390,3.9,99.97,-64.26,88,0.00,0.00,6,38,35.85,3212,7.18,3.16,10.6,130,0.00,0
203.455,3.9,99.97,-64.60,88,0.00,0.00,6,38,35.44,3208,7.65,3.33,10.6,130,0.00,0
203.523,4.7,99.97,-64.67,88,0.00,0.00,6,38,35.16,3230,9.10,3.83,11.4,130,0.00,0
203.612,5.1,99.97,-63.50,88,0.00,0.00,6,38,36.13,3225,9.06,3.69,11.4,130,0.00,0
203.679,4.7,99.97,-62.67,88,0.00,0.00,6,38,37.09,3212,8.12,3.42,11.4,130,0.00,0
203.764,4.7,99.97,-62.60,88,0.00,0.00,6,38,37.44,3203,8.65,3.51,11.0,130,0.00,0
203.829,5.1,99.97,-62.67,88,0.00,0.00,6,38,36.82,3208,9.12,3.65,11.0,130,0.00,0
203.906,5.5,99.97,-62.95,88,0.00,0.00,6,38,37.16,3220,11.89,4.46,11.8,130,0.00,0
203.981,6.3,99.97,-62.26,88,0.00,0.00,6,38,37.71,3212,18.82,5.89,13.3,130,0.00,0
204.064,8.2,99.97,-59.57,88,0.00,0.00,6,38,39.99,3209,53.10,8.36,15.7,130,0.00,0
204.139,9.0,99.97,-53.23,88,0.00,0.00,6,38,44.95,3206,46.49,7.84,16.1,130,0.00,0
204.202,8.2,99.97,-48.47,88,0.00,0.00,6,38,49.85,3190,39.71,7.33,15.3,129,0.00,0
204.281,7.8,99.97,-48.13,88,0.00,0.00,6,38,51.43,3185,36.05,7.01,14.5,129,0.00,0
204.359,8.2,99.97,-49.44,88,0.00,0.00,6,38,50.40,3170,43.12,7.58,14.9,129,0.00,0
204.424,8.6,99.97,-49.64,88,0.00,0.00,6,38,50.26,3171,46.27,8.10,15.7,129,0.00,0
204.512,9.0,99.97,-48.26,88,0.00,0.00,6,38,51.43,3170,49.76,8.10,16.1,129,0.00,0
204.577,9.0,99.97,-47.50,88,0.00,0.00,6,38,52.26,3168,49.78,8.10,16.1,129,0.00,0
204.661,9.0,99.97,-47.09,88,0.00,0.00,6,38,52.81,3165,49.99,8.10,16.1,129,0.00,0
204.725,9.0,99.97,-47.23,88,0.00,0.00,6,38,53.23,3162,50.07,8.10,16.1,129,0.00,0
