Time (sec),Accel Position (%),Baro Pressure (kPa),Boost (kPa),Coolant Temp (C),Fuel Press Final (kPa),Fuel Press Raw (kPa),Gear Position (Gear),Intake Temp (C),Man Abs Press (kPa),RPM (RPM),Req Torque (Nm),Target Throttle (%),Throttle Pos (%),Vehicle Speed (kph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.2-17441][2020 USDM WRX STI COBB Custom Features][Reflash: Stage1 ACN91 v400 Boost Select.ptm - Realtime: Stage1 ACN91 v400 Boost Select.ptm]
742.998,8.2,99.97,-44.26,90,0.00,0.00,6,33,55.71,3095,42.08,7.43,14.9,126,0.00,0
743.074,8.2,99.97,-45.57,90,0.00,0.00,6,33,54.54,3076,42.04,7.43,14.9,126,0.00,0
743.140,7.8,99.97,-46.13,90,0.00,0.00,6,33,53.85,3073,42.21,7.43,14.9,126,0.00,0
743.219,8.6,99.97,-46.33,90,0.00,0.00,6,33,54.12,3078,45.68,7.98,15.3,126,0.00,0
743.295,8.6,99.97,-45.99,90,0.00,0.00,6,33,54.12,3076,49.18,7.99,15.7,126,0.00,0
743.369,8.6,99.97,-44.88,90,0.00,0.00,6,33,55.71,3094,49.03,7.98,15.7,126,0.00,0
743.456,8.6,99.97,-44.20,90,0.00,0.00,6,33,55.99,3091,42.20,7.40,14.9,126,0.00,0
743.522,8.2,99.97,-44.88,90,0.00,0.00,6,33,55.23,3089,42.07,7.42,14.9,126,0.00,0
743.609,7.8,99.97,-45.85,90,0.00,0.00,6,33,54.40,3070,38.55,7.13,14.5,126,0.00,0
743.668,7.8,99.97,-46.88,90,0.00,0.00,6,33,53.23,3071,38.55,7.13,14.5,126,0.00,0
743.749,8.2,99.97,-47.57,90,0.00,0.00,6,33,52.54,3072,45.69,7.72,14.9,126,0.00,0
743.826,8.6,99.97,-47.02,90,0.00,0.00,6,33,53.23,3070,45.71,7.72,15.3,126,0.00,0
743.891,8.6,99.97,-45.71,90,0.00,0.00,6,33,54.26,3090,45.71,7.72,15.3,126,0.00,0
743.980,8.2,99.97,-45.57,90,0.00,0.00,6,33,54.54,3090,42.05,7.13,15.3,126,0.00,0
744.042,7.8,99.97,-45.85,90,0.00,0.00,6,33,54.40,3087,38.57,7.12,14.5,126,0.00,0
744.131,7.8,99.97,-47.16,90,0.00,0.00,6,33,53.43,3065,38.56,7.11,14.5,126,0.00,0
744.193,7.8,99.97,-47.64,90,0.00,0.00,6,33,52.54,3065,38.71,7.13,15.7,126,0.00,0
744.283,7.8,99.97,-45.99,90,0.00,0.00,6,33,54.26,3064,38.72,7.13,15.3,126,0.00,0
744.339,7.8,99.97,-45.30,90,0.00,0.00,6,33,54.95,3086,38.71,7.12,15.3,126,0.00,0
744.429,7.8,99.97,-45.37,90,0.00,0.00,6,33,54.81,3084,38.54,7.42,15.3,126,0.00,0
744.493,8.6,99.97,-45.44,90,0.00,0.00,6,33,54.95,3090,49.03,8.23,16.1,126,0.00,0
744.583,9.4,99.97,-44.13,90,0.00,0.00,6,33,54.81,3062,56.34,8.53,16.9,126,0.00,0
744.648,9.0,99.97,-41.37,90,0.00,0.00,6,33,57.43,3059,52.88,8.27,16.9,126,0.00,0
744.734,9.4,99.97,-40.47,90,0.00,0.00,6,33,59.43,3062,56.04,8.53,16.5,126,0.00,0
744.789,9.4,99.97,-40.68,90,0.00,0.00,6,33,59.43,3083,56.10,8.53,16.9,126,0.00,0
744.879,9.4,99.97,-40.27,90,0.00,0.00,6,33,59.85,3081,56.06,8.53,16.9,126,0.00,0
744.944,9.0,99.97,-39.58,90,0.00,0.00,6,33,60.40,3081,52.85,8.26,16.5,126,0.00,0
745.023,9.0,99.97,-40.06,90,0.00,0.00,6,33,60.40,3058,52.87,8.26,16.5,126,0.00,0
745.102,8.6,99.97,-40.47,90,0.00,0.00,6,33,59.43,3056,45.87,7.42,16.1,126,0.00,0
745.167,8.2,99.97,-41.51,90,0.00,0.00,6,33,58.12,3056,42.02,7.42,15.7,126,0.00,0
745.259,8.2,99.97,-43.02,90,0.00,0.00,6,33,57.09,3076,45.55,7.71,15.7,126,0.00,0
745.321,8.6,99.97,-43.57,90,0.00,0.00,6,33,56.67,3075,49.15,7.99,16.1,126,0.00,0
745.410,8.6,99.97,-43.02,90,0.00,0.00,6,33,56.81,3075,49.39,7.99,16.5,124,0.00,0
745.467,8.6,99.97,-41.85,90,0.00,0.00,6,33,57.57,3053,49.41,7.99,16.1,124,0.00,0
745.548,8.6,99.97,-41.64,90,0.00,0.00,6,33,58.67,3054,52.83,8.26,16.5,124,0.00,0
745.623,9.0,99.97,-41.30,90,0.00,0.00,6,33,58.81,3054,52.91,8.26,16.5,124,0.00,0
745.698,9.0,99.97,-40.54,90,0.00,0.00,6,33,59.57,3076,52.58,8.26,16.5,124,0.00,0
745.768,9.0,99.97,-40.20,90,0.00,0.00,6,33,59.98,3074,52.91,8.27,16.5,124,0.00,0
745.854,9.0,99.97,-40.13,90,0.00,0.00,6,33,59.98,3075,52.64,8.26,16.5,124,0.00,0
745.920,9.4,99.97,-40.27,90,0.00,0.00,6,33,59.98,3071,52.93,8.27,16.9,124,0.00,0
745.999,9.0,99.97,-39.78,90,0.00,0.00,6,33,60.40,3048,52.94,8.27,16.9,124,0.00,0
746.075,9.0,99.97,-39.78,90,0.00,0.00,6,33,60.54,3048,52.62,8.26,16.5,124,0.00,0
746.159,9.0,99.97,-39.78,90,0.00,0.00,6,33,60.40,3067,52.63,8.27,16.5,124,0.00,0
746.226,9.0,99.97,-40.06,90,0.00,0.00,6,33,60.40,3067,52.63,8.26,16.5,124,0.00,0
746.302,9.0,99.97,-40.13,90,0.00,0.00,6,33,60.12,3066,52.96,8.27,16.5,124,0.00,0
746.373,9.4,99.97,-40.13,90,0.00,0.00,6,33,59.98,3048,56.40,8.54,16.9,124,0.00,0
746.440,9.4,99.97,-39.58,90,0.00,0.00,6,33,60.81,3046,56.47,8.54,16.9,124,0.00,0
746.519,9.4,99.97,-38.68,90,0.00,0.00,6,33,61.29,3044,56.18,8.52,16.9,124,0.00,0
746.592,9.4,99.97,-38.68,90,0.00,0.00,6,33,61.43,3068,59.84,8.81,17.3,124,0.00,0
746.681,9.4,99.97,-37.71,90,0.00,0.00,6,33,62.12,3065,56.31,8.52,16.9,124,0.00,0
746.746,8.6,99.97,-37.71,90,0.00,0.00,6,33,62.54,3062,49.29,7.99,16.1,124,0.00,0
746.833,8.6,99.97,-39.51,90,0.00,0.00,6,33,61.85,3041,49.32,8.26,16.1,124,0.00,0
746.898,9.0,99.97,-40.54,90,0.00,0.00,6,33,59.85,3043,56.34,8.54,16.9,124,0.00,0
746.984,9.4,99.97,-39.85,90,0.00,0.00,6,33,60.26,3063,56.33,8.54,16.9,124,0.00,0
747.049,9.4,99.97,-38.54,90,0.00,0.00,6,33,61.57,3061,59.86,8.82,16.9,124,0.00,0
747.129,9.4,99.97,-38.20,90,0.00,0.00,6,33,61.98,3058,59.86,8.82,17.3,124,0.00,0
747.204,9.4,99.97,-37.92,90,0.00,0.00,6,33,62.12,3040,59.87,8.82,17.3,124,0.00,0
747.269,9.4,99.97,-37.85,90,0.00,0.00,6,33,62.54,3039,56.35,8.54,16.9,124,0.00,0
747.359,9.4,99.97,-37.85,90,0.00,0.00,6,33,62.12,3039,59.85,8.54,16.9,124,0.00,0
747.417,9.4,99.97,-37.58,90,0.00,0.00,6,33,62.54,3058,56.35,8.54,16.9,124,0.00,0
747.506,9.0,99.97,-37.78,90,0.00,0.00,6,33,62.12,3060,56.36,8.54,16.1,124,0.00,0
747.571,9.0,99.97,-39.37,90,0.00,0.00,6,33,61.09,3058,56.37,8.54,16.5,124,0.00,0
747.650,9.8,99.97,-39.51,90,0.00,0.00,6,33,60.67,3038,66.94,9.32,17.6,124,0.00,0
747.727,9.8,99.97,-37.44,90,0.00,0.00,6,33,63.57,3036,66.94,9.32,17.6,124,0.00,0
747.792,10.2,99.97,-35.92,90,0.00,0.00,6,33,64.40,3059,70.46,9.53,17.6,124,0.00,0
747.880,10.6,99.97,-35.09,90,0.00,0.00,6,33,65.09,3058,73.97,9.87,18.4,124,0.00,0
747.944,10.6,99.97,-33.65,90,0.00,0.00,6,33,66.67,3058,70.45,9.57,18.0,124,0.00,0
748.029,10.6,99.97,-33.23,90,0.00,0.00,6,33,67.22,3038,73.98,9.83,18.0,124,0.00,0
748.092,10.6,99.97,-33.58,90,0.00,0.00,6,33,66.81,3036,73.98,9.83,18.0,124,0.00,0
748.180,10.2,99.97,-33.44,90,0.00,0.00,6,33,66.67,3034,70.49,9.83,18.0,124,0.00,0
748.246,10.6,99.97,-33.09,90,0.00,0.00,6,33,66.95,3060,73.99,9.83,18.0,124,0.00,0
748.325,10.6,99.97,-32.75,90,0.00,0.00,6,33,67.36,3056,70.46,9.58,18.0,124,0.00,0
748.400,10.2,99.97,-32.47,90,0.00,0.00,6,33,67.36,3033,70.47,9.58,18.0,124,0.00,0
748.466,10.2,99.97,-32.61,90,0.00,0.00,6,33,67.84,3036,70.48,9.58,17.6,124,0.00,0
748.552,10.2,99.97,-33.09,90,0.00,0.00,6,33,67.36,3037,70.47,9.58,17.6,124,0.00,0
748.616,10.2,99.97,-33.37,90,0.00,0.00,6,33,66.95,3054,70.47,9.58,17.6,124,0.00,0
748.699,9.8,99.97,-33.44,90,0.00,0.00,6,33,66.67,3053,70.47,9.58,17.6,124,0.00,0
748.769,10.2,99.97,-33.44,90,0.00,0.00,6,33,66.95,3036,70.47,9.58,17.6,124,0.00,0
748.850,10.2,99.97,-33.23,90,0.00,0.00,6,33,66.95,3036,70.47,9.58,17.6,124,0.00,0
748.927,10.2,99.97,-32.82,90,0.00,0.00,6,33,66.95,3036,70.46,9.58,18.0,124,0.00,0
748.991,10.2,99.97,-32.89,90,0.00,0.00,6,33,67.22,3056,70.47,9.58,17.6,124,0.00,0
749.081,10.2,99.97,-32.75,90,0.00,0.00,6,33,67.22,3057,73.98,9.88,18.0,124,0.00,0
749.146,10.2,99.97,-32.61,90,0.00,0.00,6,33,67.57,3054,70.46,9.58,18.0,124,0.00,0
749.235,10.2,99.97,-31.92,90,0.00,0.00,6,33,67.98,3035,70.46,9.58,18.0,124,0.00,0
749.299,10.2,99.97,-32.34,90,0.00,0.00,6,33,67.98,3034,70.47,9.58,17.6,124,0.00,0
749.367,10.2,99.97,-32.61,90,0.00,0.00,6,33,67.57,3054,70.47,9.58,17.6,124,0.00,0
749.454,10.2,99.97,-33.03,90,0.00,0.00,6,33,67.36,3053,70.46,9.58,17.6,124,0.00,0
749.520,10.2,99.97,-32.75,90,0.00,0.00,6,33,67.22,3055,73.99,9.88,18.0,124,0.00,0
749.599,10.6,99.97,-32.75,90,0.00,0.00,6,33,67.36,3034,70.47,9.58,18.0,124,0.00,0
749.675,10.2,99.97,-31.99,90,0.00,0.00,6,33,67.98,3032,70.47,9.58,18.0,124,0.00,0
749.742,10.2,99.97,-31.65,90,0.00,0.00,6,33,68.26,3054,70.47,9.58,17.6,124,0.00,0
749.831,10.2,99.97,-32.20,90,0.00,0.00,6,33,68.67,3055,70.47,9.58,17.6,124,0.00,0
749.896,10.2,99.97,-32.61,90,0.00,0.00,6,33,67.57,3054,70.47,9.58,17.6,124,0.00,0
749.982,10.2,99.97,-32.47,90,0.00,0.00,6,33,67.84,3034,70.49,9.83,17.6,124,0.00,0
750.048,10.6,99.97,-32.61,90,0.00,0.00,6,33,67.43,3035,73.99,9.83,18.0,124,0.00,0
750.129,10.6,99.97,-32.06,90,0.00,0.00,6,33,67.98,3034,73.98,9.83,18.0,124,0.00,0
750.193,10.6,99.97,-31.51,90,0.00,0.00,6,33,68.67,3053,73.98,9.83,18.0,124,0.00,0
750.274,10.2,99.97,-31.30,90,0.00,0.00,6,33,68.81,3051,73.98,9.83,18.0,124,0.00,0
750.351,10.2,99.97,-31.30,90,0.00,0.00,6,33,68.67,3034,73.99,9.84,18.0,124,0.00,0
750.423,10.6,99.97,-31.65,90,0.00,0.00,6,33,68.53,3036,73.98,9.83,18.0,124,0.00,0
750.508,10.2,99.97,-31.51,90,0.00,0.00,6,33,68.67,3032,70.45,9.58,18.0,124,0.00,0
750.570,10.2,99.97,-31.51,90,0.00,0.00,6,33,68.40,3054,70.46,9.58,18.0,124,0.00,0
750.651,10.6,99.97,-31.92,90,0.00,0.00,6,33,68.26,3053,73.98,9.83,18.0,124,0.00,0
750.729,10.6,99.97,-31.99,90,0.00,0.00,6,33,68.26,3034,73.97,9.83,18.0,124,0.00,0
750.792,10.6,99.97,-31.65,90,0.00,0.00,6,33,68.95,3033,73.97,9.83,18.0,124,0.00,0
750.879,10.2,99.97,-31.23,90,0.00,0.00,6,33,68.95,3033,73.98,9.88,18.0,124,0.00,0
750.946,10.2,99.97,-31.10,90,0.00,0.00,6,33,69.09,3052,73.98,9.83,17.6,124,0.00,0
751.031,10.6,99.97,-31.65,90,0.00,0.00,6,33,68.81,3054,73.96,9.83,17.6,124,0.00,0
751.096,10.6,99.97,-31.99,90,0.00,0.00,6,33,68.26,3036,73.95,9.83,17.3,124,0.00,0
751.179,10.6,99.97,-32.61,90,0.00,0.00,6,33,67.98,3034,73.95,9.83,17.3,124,0.00,0
751.253,10.6,99.97,-33.16,90,0.00,0.00,6,33,66.81,3036,73.95,9.83,17.3,124,0.00,0
751.325,10.6,99.97,-33.51,90,0.00,0.00,6,33,66.67,3055,73.95,9.83,17.3,124,0.00,0
751.410,10.6,99.97,-33.78,90,0.00,0.00,6,33,66.40,3056,77.47,10.08,17.6,124,0.00,0
751.467,10.6,99.97,-33.23,90,0.00,0.00,6,33,66.40,3058,77.46,10.08,17.6,124,0.00,0
751.554,10.6,99.97,-32.68,90,0.00,0.00,6,33,67.22,3036,73.94,9.86,17.6,124,0.00,0
751.620,10.6,99.97,-32.75,90,0.00,0.00,6,33,67.43,3039,77.48,10.33,17.6,124,0.00,0
751.699,11.0,99.97,-33.03,90,0.00,0.00,6,33,67.36,3057,80.99,10.57,18.0,124,0.00,0
751.776,11.4,99.97,-32.41,90,0.00,0.00,6,33,67.84,3060,88.00,10.84,18.4,124,0.00,0
751.842,11.4,99.97,-30.41,90,0.00,0.00,6,33,69.57,3058,87.98,10.83,18.4,124,0.00,0
751.932,11.8,99.97,-29.72,90,0.00,0.00,6,33,70.26,3041,91.49,11.13,18.8,124,0.00,0
751.999,12.2,99.97,-29.16,90,0.00,0.00,6,33,70.67,3041,95.00,11.46,19.6,124,0.00,0
752.076,12.2,99.97,-27.30,90,0.00,0.00,6,33,72.95,3043,94.98,11.46,19.2,124,0.00,0
752.150,12.2,99.97,-26.48,90,0.00,0.00,6,33,73.43,3062,94.96,11.45,19.2,124,0.00,0
752.225,12.2,99.97,-26.61,90,0.00,0.00,6,33,73.43,3063,101.62,12.09,19.6,124,0.00,0
752.312,12.2,99.97,-26.34,90,0.00,0.00,6,33,73.36,3046,101.61,12.07,19.6,124,0.00,0
752.371,12.5,99.97,-24.48,90,0.00,0.00,6,33,75.22,3044,108.36,12.74,20.8,124,0.00,0
752.449,12.5,99.97,-22.41,90,0.00,0.00,6,33,77.22,3046,108.36,12.73,20.8,124,0.00,0
752.527,12.9,99.97,-20.96,90,0.00,0.00,6,33,79.43,3069,121.83,14.48,22.0,124,0.00,0
752.600,13.3,99.97,-18.13,90,0.00,0.00,6,33,82.39,3070,128.41,14.98,22.4,124,0.00,0
752.677,13.3,99.97,-14.82,90,0.00,0.00,6,33,85.36,3072,128.61,14.47,22.4,124,0.00,0
752.750,13.3,99.97,-13.31,90,0.00,0.00,6,33,86.81,3053,128.60,14.46,22.4,124,0.00,0
752.817,13.3,99.97,-13.10,90,0.00,0.00,6,33,87.08,3054,128.38,14.96,22.4,124,0.00,0
752.907,13.7,99.97,-12.62,90,0.00,0.00,6,33,87.08,3060,142.14,15.45,23.5,124,0.00,0
752.970,14.1,99.97,-9.38,90,0.00,0.00,6,33,91.22,3081,142.12,15.44,23.9,126,0.00,0
753.051,13.7,99.97,-6.83,90,0.00,0.00,6,33,93.36,3082,142.10,15.43,23.5,126,0.00,0
753.129,13.7,99.97,-6.83,90,0.00,0.00,6,33,93.36,3082,142.09,15.42,23.1,126,0.00,0
753.210,13.7,99.97,-6.62,90,0.00,0.00,6,33,93.22,3066,142.08,15.41,23.1,126,0.00,0
753.279,13.7,99.97,-6.34,90,0.00,0.00,6,33,93.84,3068,142.07,15.41,23.1,126,0.00,0
753.343,13.3,99.97,-6.07,90,0.00,0.00,6,33,93.84,3072,135.26,14.90,22.7,126,0.00,0
753.431,13.7,99.97,-6.41,90,0.00,0.00,6,33,94.11,3091,142.04,15.39,22.7,126,0.00,0
753.496,13.7,99.97,-5.79,90,0.00,0.00,6,33,94.39,3092,135.02,15.38,23.1,126,0.00,0
753.568,13.7,99.97,-4.41,90,0.00,0.00,6,33,95.70,3096,142.01,15.36,23.1,126,0.00,0
753.656,13.7,99.97,-3.86,90,0.00,0.00,6,33,95.98,3097,141.99,15.35,23.1,126,0.00,0
753.720,13.7,99.97,-3.52,90,0.00,0.00,6,32,96.39,3080,141.97,15.37,23.1,126,0.00,0
753.799,13.3,99.97,-2.90,90,0.00,0.00,6,32,96.94,3083,135.14,14.84,22.7,126,0.00,0
753.874,13.3,99.97,-3.38,90,0.00,0.00,6,32,96.53,3087,141.95,15.32,23.1,126,0.00,0
753.949,13.7,99.97,-3.10,90,0.00,0.00,6,32,97.08,3089,141.93,15.30,23.5,126,0.00,0
754.029,13.3,99.97,-1.79,90,0.00,0.00,6,32,97.97,3112,135.07,14.80,23.1,126,0.00,0
754.092,13.3,99.97,-1.86,90,0.00,0.00,6,32,98.11,3112,135.89,15.28,22.4,126,0.00,0
754.180,13.7,99.97,-3.03,90,0.00,0.00,6,32,97.56,3116,141.04,14.79,23.1,126,0.00,0
754.245,13.3,99.97,-1.72,90,0.00,0.00,6,32,98.53,3119,135.02,14.77,22.7,126,0.00,0
754.333,13.3,99.97,-1.86,90,0.00,0.00,6,32,98.11,3100,134.99,14.76,22.7,126,0.00,0
754.399,13.3,99.97,-2.83,90,0.00,0.00,6,32,97.49,3103,134.97,14.75,22.4,126,0.00,0
754.479,13.3,99.97,-2.90,90,0.00,0.00,6,32,97.35,3106,134.81,15.22,22.7,126,0.00,0
754.551,13.7,99.97,-2.48,90,0.00,0.00,6,32,97.70,3108,134.94,14.80,22.7,127,0.00,0
754.628,13.3,99.97,-1.45,90,0.00,0.00,6,32,98.80,3126,134.92,14.69,22.7,127,0.00,0
754.704,13.3,99.97,-1.93,90,0.00,0.00,6,32,97.97,3128,128.04,14.24,22.4,127,0.00,0
754.772,12.9,99.97,-3.31,90,0.00,0.00,6,32,96.53,3132,121.16,13.76,21.6,127,0.00,0
754.850,12.9,99.97,-4.90,90,0.00,0.00,6,32,95.22,3134,121.27,13.15,21.6,127,0.00,0
754.929,12.5,99.97,-6.00,90,0.00,0.00,6,32,94.53,3136,107.37,12.48,20.4,127,0.00,0
754.992,12.5,99.97,-8.48,90,0.00,0.00,6,32,92.80,3137,114.22,13.14,20.4,127,0.00,0
755.081,12.5,99.97,-10.34,90,0.00,0.00,6,32,89.98,3123,114.07,13.73,21.2,127,0.00,0
755.145,12.9,99.97,-8.83,90,0.00,0.00,6,32,92.39,3123,121.04,13.72,21.6,127,0.00,0
755.233,12.9,99.97,-6.89,90,0.00,0.00,6,32,93.36,3125,114.13,13.11,21.6,127,0.00,0
755.299,12.5,99.97,-6.89,90,0.00,0.00,6,32,93.22,3124,114.12,13.11,20.8,127,0.00,0
755.366,12.9,99.97,-8.62,90,0.00,0.00,6,32,91.49,3128,114.11,13.10,21.2,127,0.00,0
755.454,12.5,99.97,-8.89,90,0.00,0.00,6,32,90.80,3132,114.08,13.10,21.2,127,0.00,0
755.521,12.5,99.97,-9.51,90,0.00,0.00,6,32,91.22,3152,114.04,13.09,20.8,129,0.00,0
755.609,12.5,99.97,-9.72,90,0.00,0.00,6,32,90.11,3153,114.03,13.08,21.2,129,0.00,0
755.672,12.5,99.97,-9.72,90,0.00,0.00,6,32,90.39,3156,114.01,13.08,21.2,129,0.00,0
755.750,12.5,99.97,-10.14,90,0.00,0.00,6,32,89.98,3156,113.99,13.07,20.8,129,0.00,0
755.829,12.5,99.97,-10.07,90,0.00,0.00,6,32,89.84,3162,107.06,12.41,20.8,129,0.00,0
755.892,12.2,99.97,-10.89,90,0.00,0.00,6,32,89.84,3162,93.41,11.14,19.2,129,0.00,0
755.981,11.4,99.97,-14.62,90,0.00,0.00,6,32,87.56,3157,86.47,10.52,18.4,129,0.00,0
756.046,11.4,99.97,-19.37,90,0.00,0.00,6,32,80.67,3140,86.47,10.51,18.4,129,0.00,0
756.129,11.8,99.97,-21.72,90,0.00,0.00,6,32,78.39,3139,86.42,10.76,18.4,129,0.00,0
756.199,12.2,99.97,-22.68,90,0.00,0.00,6,32,77.43,3146,106.99,12.39,20.4,129,0.00,0
756.266,12.2,99.97,-19.10,90,0.00,0.00,6,32,78.81,3144,100.06,11.71,20.0,129,0.00,0
756.356,12.2,99.97,-17.72,90,0.00,0.00,6,32,82.94,3146,100.02,11.71,20.0,129,0.00,0
756.423,12.2,99.97,-18.13,90,0.00,0.00,6,32,81.98,3149,106.65,12.49,19.6,129,0.00,0
756.491,12.5,99.97,-18.75,90,0.00,0.00,6,32,81.98,3146,106.91,12.37,20.4,129,0.00,0
756.578,12.5,99.97,-17.44,90,0.00,0.00,6,32,82.67,3149,106.89,12.36,20.4,129,0.00,0
756.643,12.5,99.97,-16.82,90,0.00,0.00,6,32,83.36,3152,113.79,13.09,20.8,129,0.00,0
756.733,12.9,99.97,-15.58,90,0.00,0.00,6,32,83.70,3171,120.69,13.61,21.6,129,0.00,0
756.799,12.9,99.97,-12.76,90,0.00,0.00,6,32,86.94,3174,120.67,13.61,21.6,129,0.00,0
756.884,12.9,99.97,-13.17,90,0.00,0.00,6,32,87.36,3176,120.65,13.60,21.6,129,0.00,0
756.949,13.3,99.97,-12.48,90,0.00,0.00,6,32,87.84,3177,120.62,13.59,22.0,129,0.00,0
757.029,12.9,99.97,-11.51,90,0.00,0.00,6,32,88.67,3178,120.61,13.59,22.0,129,0.00,0
757.092,12.9,99.97,-10.96,90,0.00,0.00,6,32,89.36,3180,120.53,14.04,21.6,129,0.00,0
757.179,12.9,99.97,-11.24,90,0.00,0.00,6,32,89.22,3179,120.58,13.58,21.6,129,0.00,0
757.243,12.9,99.97,-10.89,90,0.00,0.00,6,32,88.94,3182,120.57,13.58,21.6,129,0.00,0
757.324,12.9,99.97,-10.76,90,0.00,0.00,6,32,89.43,3186,120.55,13.57,21.6,129,0.00,0
757.411,13.3,99.97,-10.96,90,0.00,0.00,6,32,89.22,3185,127.03,13.57,21.6,129,0.00,0
757.475,12.9,99.97,-10.27,90,0.00,0.00,6,32,89.84,3185,120.51,13.56,21.6,129,0.00,0
757.554,12.9,99.97,-10.07,90,0.00,0.00,6,32,90.11,3188,120.50,13.56,21.6,129,0.00,0
757.629,12.9,99.97,-9.79,90,0.00,0.00,6,32,90.11,3191,120.47,13.55,21.6,129,0.00,0
757.701,12.9,99.97,-10.41,90,0.00,0.00,6,32,89.98,3191,120.45,13.55,21.6,129,0.00,0
757.779,12.9,99.97,-10.07,90,0.00,0.00,6,32,90.11,3170,113.44,13.54,20.8,129,0.00,0
757.843,12.9,99.97,-11.10,90,0.00,0.00,6,32,88.94,3172,120.43,13.54,21.6,129,0.00,0
757.930,12.9,99.97,-10.41,90,0.00,0.00,6,32,89.56,3176,120.40,13.53,21.6,129,0.00,0
757.995,12.9,99.97,-9.72,90,0.00,0.00,6,32,90.39,3176,120.39,13.53,21.6,129,0.00,0
758.081,12.5,99.97,-9.72,90,0.00,0.00,6,32,90.25,3180,113.41,12.92,20.8,129,0.00,0
758.146,12.5,99.97,-11.17,90,0.00,0.00,6,32,90.25,3180,106.42,12.25,20.8,129,0.00,0
758.234,12.2,99.97,-12.27,90,0.00,0.00,6,32,87.43,3178,92.72,10.94,18.8,130,0.00,0
758.299,12.2,99.97,-17.10,90,0.00,0.00,6,32,83.08,3181,92.72,10.94,18.8,130,0.00,0
758.379,12.2,99.97,-20.20,90,0.00,0.00,6,32,80.39,3180,99.43,11.58,19.2,130,0.00,0
758.456,12.2,99.97,-20.55,90,0.00,0.00,6,32,79.22,3181,99.42,11.58,19.6,130,0.00,0
758.521,12.5,99.97,-19.10,90,0.00,0.00,6,32,80.81,3187,106.36,12.23,20.4,130,0.00,0
758.611,12.5,99.97,-17.44,90,0.00,0.00,6,32,83.22,3187,113.29,12.89,20.4,130,0.00,0
758.667,12.5,99.97,-16.41,90,0.00,0.00,6,32,83.70,3188,106.30,12.22,20.4,130,0.00,0
758.756,12.5,99.97,-16.41,90,0.00,0.00,6,32,83.70,3188,99.32,11.55,20.0,130,0.00,0
758.821,12.2,99.97,-17.44,90,0.00,0.00,6,32,83.08,3188,99.31,11.55,19.6,130,0.00,0
758.899,12.5,99.97,-19.51,90,0.00,0.00,6,32,80.81,3194,106.29,11.54,20.0,130,0.00,0
758.974,12.2,99.97,-18.20,90,0.00,0.00,6,32,80.81,3188,85.72,10.15,18.4,130,0.00,0
759.049,11.0,99.97,-21.30,90,0.00,0.00,6,32,77.70,3189,82.29,9.95,18.0,130,0.00,0
759.116,11.4,99.97,-24.96,90,0.00,0.00,6,32,74.67,3190,82.23,10.15,18.0,130,0.00,0
759.208,11.4,99.97,-26.41,90,0.00,0.00,6,32,73.57,3191,82.22,10.15,18.0,130,0.00,0
759.270,11.0,99.97,-27.10,90,0.00,0.00,6,32,72.95,3194,82.21,10.15,18.0,130,0.00,0
759.349,11.4,99.97,-27.51,90,0.00,0.00,6,32,72.53,3191,78.77,9.95,18.0,130,0.00,0
759.425,11.0,99.97,-27.65,90,0.00,0.00,6,32,72.39,3192,78.77,9.95,18.0,130,0.00,0
759.500,11.0,99.97,-28.34,90,0.00,0.00,6,32,71.84,3195,82.19,10.15,18.0,130,0.00,0
759.568,11.4,99.97,-28.75,90,0.00,0.00,6,32,71.43,3193,82.19,10.15,18.0,130,0.00,0
759.656,11.4,99.97,-28.96,90,0.00,0.00,6,32,71.22,3195,78.68,10.15,18.0,130,0.00,0
759.720,11.4,99.97,-29.16,90,0.00,0.00,6,32,71.36,3193,78.75,9.90,18.0,130,0.00,0
759.802,10.6,99.97,-29.51,90,0.00,0.00,6,32,70.95,3194,71.94,9.35,17.6,130,0.00,0
759.879,10.2,99.97,-30.06,90,0.00,0.00,6,32,70.81,3194,68.44,9.35,17.3,130,0.00,0
759.945,10.6,99.97,-31.85,90,0.00,0.00,6,32,67.98,3196,75.30,9.75,17.6,130,0.00,0
760.033,10.6,99.97,-32.27,90,0.00,0.00,6,32,67.84,3196,71.86,9.55,17.6,130,0.00,0
760.099,10.6,99.97,-31.85,90,0.00,0.00,6,32,68.12,3195,71.86,9.55,17.6,130,0.00,0
760.185,10.2,99.97,-32.20,90,0.00,0.00,6,32,67.98,3194,68.42,9.35,17.3,130,0.00,0
760.251,10.2,99.97,-32.75,90,0.00,0.00,6,32,67.84,3196,68.42,9.35,17.3,130,0.00,0
760.320,10.2,99.97,-33.78,90,0.00,0.00,6,32,66.95,3196,68.35,9.55,17.3,130,0.00,0
760.400,10.2,99.97,-33.85,90,0.00,0.00,6,32,66.26,3216,68.41,9.37,17.3,130,0.00,0
760.476,9.8,99.97,-33.78,90,0.00,0.00,6,32,66.40,3214,64.58,8.94,16.9,130,0.00,0
760.551,9.0,99.97,-34.40,90,0.00,0.00,6,32,65.98,3209,51.25,8.22,16.1,130,0.00,0
760.640,9.0,99.97,-36.61,90,0.00,0.00,6,32,64.26,3213,54.62,8.72,16.1,130,0.00,0
