Time,Accel Position,Boost,Coolant Temp,Gear Position,Intake Temp,Man Abs Press,RPM,Req Torque,Vehicle Speed
0.000,0.0,-56.05,87,0,56,43.71,770,0.00,0
0.014,0.0,-55.85,87,0,56,43.99,766,0.00,0
0.129,0.0,-56.05,87,0,56,43.71,772,0.00,0
0.163,0.0,-55.78,87,0,56,43.99,764,0.00,0
0.232,0.0,-55.85,87,0,56,43.99,770,0.00,0
0.311,0.0,-55.71,87,0,56,43.99,771,0.00,0
0.396,0.0,-55.99,87,0,56,43.85,773,0.00,0
0.463,0.0,-55.78,87,0,56,43.99,765,0.00,0
0.551,0.0,-56.05,87,0,56,43.71,770,0.00,0
0.604,0.0,-55.99,87,0,56,43.85,775,0.00,0
0.693,0.0,-56.05,87,0,56,43.71,778,0.00,0
0.770,0.0,-56.12,87,0,56,43.71,778,0.00,0
0.834,0.0,-56.19,87,0,56,43.44,782,0.00,0
0.918,0.0,-56.40,87,0,56,43.57,776,0.00,0
0.994,0.0,-56.26,87,0,56,43.57,776,0.00,0
1.060,0.0,-56.26,87,0,56,43.57,781,0.00,0
1.138,0.0,-56.47,87,0,56,43.30,782,0.00,0
1.224,0.0,-56.54,87,0,56,43.09,778,0.00,0
1.280,0.0,-56.47,87,0,56,43.30,775,0.00,0
1.368,0.0,-56.47,87,0,56,43.30,770,0.00,0
1.431,0.0,-56.26,87,0,56,43.57,762,0.00,0
1.512,0.0,-56.26,87,0,57,43.57,764,0.00,0
1.590,0.0,-56.05,87,0,57,43.71,764,0.00,0
1.655,0.0,-55.99,87,0,57,43.71,762,0.00,0
1.744,0.0,-55.99,87,0,57,43.85,769,0.00,0
1.811,0.0,-55.99,87,0,57,43.85,776,0.00,0
1.900,0.0,-55.78,87,0,57,43.99,770,0.00,0
1.964,0.0,-56.05,87,0,57,43.71,772,0.00,0
2.031,0.0,-55.78,87,0,57,43.99,771,0.00,0
2.109,0.0,-55.85,87,0,57,43.99,774,0.00,0
2.184,0.0,-55.71,87,0,57,43.99,776,0.00,0
2.274,0.0,-56.05,87,0,57,43.71,774,0.00,0
2.330,0.0,-55.85,87,0,57,43.99,776,0.00,0
2.420,0.0,-56.05,87,0,57,43.71,781,0.00,0
2.486,0.0,-55.85,87,0,57,43.85,778,0.00,0
2.554,0.0,-56.05,87,0,57,43.85,774,0.00,0
2.642,0.0,-55.99,87,0,57,43.85,774,0.00,0
2.709,0.0,-56.05,87,0,57,43.71,776,0.00,0
2.789,0.0,-55.99,87,0,57,43.71,768,0.00,0
2.865,0.0,-55.99,87,0,57,43.85,760,0.00,0
2.932,0.0,-55.99,87,0,57,43.85,764,0.00,0
3.021,0.0,-55.99,87,0,57,43.71,764,0.00,0
3.086,0.0,-55.99,87,0,57,43.99,769,0.00,0
3.158,0.0,-55.99,87,0,57,43.85,771,0.00,0
3.244,0.0,-55.99,87,0,57,43.85,775,0.00,0
3.309,0.0,-55.99,87,0,57,43.85,774,0.00,0
3.389,0.0,-56.05,87,0,57,43.71,774,0.00,0
3.455,0.0,-56.19,87,0,57,43.44,774,0.00,0
3.538,0.0,-56.26,87,0,57,43.57,778,0.00,0
3.612,0.0,-56.26,87,0,57,43.57,785,0.00,0
3.693,0.0,-56.40,87,0,57,43.44,788,0.00,0
3.762,0.0,-56.54,87,0,57,43.44,782,0.00,0
3.838,0.0,-56.61,87,0,57,43.09,778,0.00,0
3.903,0.0,-56.54,87,0,57,43.30,775,0.00,0
3.986,0.0,-56.54,87,0,57,43.30,770,0.00,0
4.062,0.0,-56.40,87,0,57,43.44,773,0.00,0
4.138,0.0,-56.26,87,0,57,43.44,777,0.00,0
4.206,0.0,-56.19,87,0,57,43.57,770,0.00,0
4.287,0.0,-56.40,87,0,57,43.57,774,0.00,0
4.361,0.0,-56.05,87,0,57,43.71,769,0.00,0
4.444,0.0,-56.05,87,0,57,43.71,769,0.00,0
4.519,0.0,-55.99,87,0,57,43.85,767,0.00,0
4.588,0.0,-56.05,87,0,57,43.71,770,0.00,0
4.655,0.0,-55.78,87,0,57,43.85,770,0.00,0
4.744,0.0,-56.05,87,0,57,43.99,773,0.00,0
4.811,0.0,-55.85,87,0,57,43.99,766,0.00,0
4.880,0.0,-55.99,87,0,57,43.85,770,0.00,0
4.970,0.0,-55.71,87,0,57,43.99,764,0.00,0
5.036,0.0,-56.05,87,0,57,43.99,772,0.00,0
5.108,0.0,-56.05,87,0,57,43.71,771,0.00,0
5.190,0.0,-55.99,87,0,57,43.71,775,0.00,0
5.267,0.0,-56.12,87,0,57,43.85,774,0.00,0
5.333,0.0,-56.05,87,0,57,43.71,770,0.00,0
5.424,0.0,-56.26,87,0,57,43.57,768,0.00,0
5.481,0.0,-56.19,87,0,57,43.57,770,0.00,0
5.571,0.0,-56.12,87,0,57,43.57,772,0.00,0
5.637,0.0,-56.19,87,0,57,43.44,772,0.00,0
5.708,0.0,-56.26,87,0,57,43.57,779,0.00,0
5.787,0.0,-56.26,87,0,57,43.57,778,0.00,0
5.861,0.0,-56.40,87,0,57,43.44,769,0.00,0
5.938,0.0,-56.26,87,0,57,43.57,769,0.00,0
6.006,0.0,-56.26,87,0,57,43.44,773,0.00,0
6.094,0.0,-56.26,87,0,57,43.57,772,0.00,0
6.159,0.0,-56.40,87,0,57,43.44,766,0.00,0
6.250,0.0,-56.26,87,0,57,43.57,772,0.00,0
6.308,0.0,-56.26,87,0,57,43.44,778,0.00,0
6.387,0.0,-56.19,87,0,57,43.57,781,0.00,0
6.464,0.0,-56.40,87,0,57,43.57,782,0.00,0
6.530,0.0,-56.12,87,0,57,43.57,782,0.00,0
6.623,0.0,-56.40,87,0,57,43.44,786,0.00,0
6.680,0.0,-56.26,87,0,57,43.57,786,0.00,0
6.760,0.0,-56.54,87,0,57,43.30,786,0.00,0
6.840,0.0,-56.40,87,0,57,43.30,774,0.00,0
6.906,0.0,-56.61,87,0,57,43.30,782,0.00,0
6.978,0.0,-56.40,87,0,57,43.44,779,0.00,0
7.062,0.0,-56.47,87,0,57,43.30,785,0.00,0
7.130,0.0,-56.40,87,0,57,43.44,782,0.00,0
7.220,0.0,-56.74,87,0,57,43.30,784,0.00,0
7.285,0.0,-56.40,87,0,57,43.30,778,0.00,0
7.365,0.0,-56.54,87,0,57,43.44,778,0.00,0
7.441,0.0,-56.40,87,0,57,43.44,780,0.00,0
7.504,0.0,-56.54,87,0,57,43.30,775,0.00,0
7.592,0.0,-56.40,87,0,57,43.30,774,0.00,0
7.659,0.0,-56.47,87,0,57,43.30,767,0.00,0
7.738,0.0,-56.47,87,0,57,43.30,760,0.00,0
7.815,0.0,-56.26,87,0,57,43.44,761,0.00,0
7.880,0.0,-56.26,87,0,57,43.71,765,0.00,0
7.972,0.0,-56.19,87,0,57,43.57,764,0.00,0
8.029,0.0,-56.26,87,0,57,43.57,764,0.00,0
8.122,0.0,-56.19,87,0,57,43.71,765,0.00,0
8.180,0.0,-56.26,87,0,57,43.44,768,0.00,0
8.261,0.0,-56.19,87,0,57,43.57,766,0.00,0
8.340,0.0,-56.26,87,0,57,43.57,771,0.00,0
8.403,0.0,-56.26,87,0,57,43.57,770,0.00,0
8.487,0.0,-56.40,87,0,57,43.44,770,0.00,0
8.561,0.0,-56.26,87,0,57,43.57,780,0.00,0
8.634,0.0,-56.40,87,0,57,43.44,782,0.00,0
8.704,0.0,-56.26,87,0,57,43.57,780,0.00,0
8.793,0.0,-56.47,87,0,57,43.30,782,0.00,0
8.859,0.0,-56.40,87,0,57,43.44,785,0.00,0
8.940,0.0,-56.74,87,0,57,43.09,781,0.00,0
9.019,0.0,-56.40,87,0,57,43.44,780,0.00,0
9.083,0.0,-56.74,87,0,57,43.30,782,0.00,0
9.165,0.0,-56.40,87,0,57,43.30,777,0.00,0
9.241,0.0,-56.74,87,0,57,43.09,780,0.00,0
9.307,0.0,-56.40,87,0,57,43.44,775,0.00,0
9.388,0.0,-56.61,87,0,57,43.23,777,0.00,0
9.461,0.0,-56.40,87,0,57,43.30,784,0.00,0
9.528,0.0,-56.74,87,0,57,43.30,784,0.00,0
9.620,0.0,-56.40,87,0,57,43.44,781,0.00,0
9.686,0.0,-56.74,87,0,57,43.09,783,0.00,0
9.756,0.0,-56.54,87,0,57,43.30,779,0.00,0
9.839,0.0,-56.74,87,0,57,43.23,776,0.00,0
9.910,0.0,-56.54,87,0,57,43.23,776,0.00,0
9.978,0.0,-56.61,87,0,57,43.09,772,0.00,0
10.061,0.0,-56.61,87,0,57,43.30,767,0.00,0
10.140,0.0,-56.61,87,0,57,43.23,770,0.00,0
10.206,0.0,-56.61,87,0,57,43.23,770,0.00,0
10.289,0.0,-56.47,87,0,57,43.30,768,0.00,0
10.368,0.0,-56.54,87,0,57,43.23,770,0.00,0
10.433,0.0,-56.54,87,0,57,43.09,767,0.00,0
10.522,0.0,-56.54,87,0,57,43.30,766,0.00,0
10.578,0.0,-56.40,87,0,57,43.44,767,0.00,0
10.672,0.0,-56.40,87,0,57,43.44,769,0.00,0
10.729,0.0,-56.26,87,0,57,43.57,767,0.00,0
10.811,0.0,-56.40,87,0,57,43.44,767,0.00,0
10.889,0.0,-56.40,87,0,57,43.44,767,0.00,0
10.958,0.0,-56.47,87,0,57,43.30,778,0.00,0
11.044,0.0,-56.54,87,0,57,43.30,777,0.00,0
11.110,0.0,-56.74,87,0,57,43.09,776,0.00,0
11.178,0.0,-56.26,87,0,57,43.57,770,0.00,0
11.262,0.0,-56.74,87,0,57,43.30,774,0.00,0
11.340,0.0,-56.40,87,0,57,43.30,776,0.00,0
11.407,0.0,-56.74,87,0,57,43.09,781,0.00,0
11.487,0.0,-56.40,87,0,57,43.44,786,0.00,0
11.561,0.0,-56.74,87,0,57,43.09,790,0.00,0
11.636,0.0,-56.74,87,0,57,43.09,796,0.00,0
11.704,0.0,-57.02,87,0,57,42.95,794,0.00,0
11.788,0.0,-56.95,87,0,57,42.95,795,0.00,0
11.866,0.0,-57.02,87,0,57,42.82,790,0.00,0
11.931,0.0,-56.95,87,0,57,42.95,784,0.00,0
12.021,0.0,-57.02,87,0,57,42.95,782,0.00,0
12.080,0.0,-56.81,87,0,57,42.95,783,0.00,0
12.169,0.0,-57.02,87,0,57,42.95,779,0.00,0
12.232,0.0,-56.74,87,0,57,43.09,776,0.00,0
12.315,0.0,-56.81,87,0,57,43.09,780,0.00,0
12.391,0.0,-56.74,87,0,57,43.09,771,0.00,0
12.456,0.0,-56.74,87,0,57,43.09,764,0.00,0
12.528,0.0,-56.61,87,0,57,43.23,761,0.00,0
12.618,0.0,-56.54,87,0,57,43.09,768,0.00,0
12.681,0.0,-56.61,87,0,57,43.30,772,0.00,0
12.762,0.0,-56.61,87,0,57,43.23,766,0.00,0
12.841,0.0,-56.61,87,0,57,43.23,768,0.00,0
12.909,0.0,-56.54,87,0,57,43.30,766,0.00,0
12.989,0.0,-56.61,87,0,57,43.09,768,0.00,0
13.053,0.0,-56.54,87,0,57,43.30,761,0.00,0
13.149,0.0,-56.47,87,0,57,43.30,761,0.00,0
13.205,0.0,-56.47,87,0,57,43.30,765,0.00,0
13.294,0.0,-56.54,87,0,57,43.23,776,0.00,0
13.360,0.0,-56.54,87,0,57,43.44,778,0.00,0
13.449,0.0,-56.74,87,0,57,43.09,784,0.00,0
13.505,0.0,-56.74,87,0,57,43.09,777,0.00,0
13.595,0.0,-56.74,87,0,57,43.09,784,0.00,0
13.662,0.0,-56.74,87,0,57,43.09,784,0.00,0
13.730,0.0,-57.02,87,0,57,42.82,791,0.00,0
13.812,0.0,-56.81,87,0,57,43.09,789,0.00,0
13.890,0.0,-57.02,87,0,57,42.95,792,0.00,0
13.953,0.0,-57.02,87,0,57,42.68,792,0.00,0
14.038,0.0,-57.23,87,0,57,42.68,785,0.00,0
14.104,0.0,-57.02,87,0,58,42.82,778,0.00,0
14.197,0.0,-57.02,87,0,58,42.82,782,0.00,0
14.254,0.0,-56.88,87,0,58,42.95,778,0.00,0
14.336,0.0,-57.02,87,0,58,42.95,784,0.00,0
14.415,0.0,-56.88,87,0,58,42.95,779,0.00,0
14.480,0.0,-57.02,87,0,58,42.82,775,0.00,0
14.559,0.0,-56.81,87,0,58,43.09,770,0.00,0
14.637,0.0,-56.81,87,0,58,43.09,770,0.00,0
14.721,0.0,-56.61,87,0,58,43.09,770,0.00,0
14.789,0.0,-56.74,87,0,58,43.09,758,0.00,0
14.865,0.0,-56.54,87,0,58,43.44,759,0.00,0
14.934,0.0,-56.40,87,0,58,43.44,762,0.00,0
15.024,0.0,-56.40,87,0,58,43.44,764,0.00,0
15.080,0.0,-56.40,87,0,58,43.44,765,0.00,0
15.170,0.0,-56.40,87,0,58,43.44,764,0.00,0
15.236,0.0,-56.40,87,0,58,43.23,774,0.00,0
15.309,0.0,-56.61,87,0,58,43.23,774,0.00,0
15.387,0.0,-56.61,87,0,58,43.23,777,0.00,0
15.461,0.0,-56.74,87,0,58,43.09,778,0.00,0
15.538,0.0,-56.81,87,0,58,43.23,777,0.00,0
15.605,0.0,-56.95,87,0,58,42.82,772,0.00,0
15.698,0.0,-56.88,87,0,58,42.95,772,0.00,0
15.762,0.0,-56.95,87,0,58,42.95,765,0.00,0
15.842,0.0,-56.81,87,0,58,43.09,768,0.00,0
15.910,0.0,-56.61,87,0,58,43.09,770,0.00,0
15.991,0.0,-56.54,87,0,58,43.30,773,0.00,0
16.057,0.0,-56.74,87,0,58,43.23,774,0.00,0
16.138,0.0,-56.47,87,0,58,43.30,776,0.00,0
16.211,0.0,-56.74,87,0,58,43.09,782,0.00,0
16.292,0.0,-56.54,87,0,58,43.30,770,0.00,0
16.360,0.0,-56.74,87,0,58,43.09,770,0.00,0
16.437,0.0,-56.47,87,0,58,43.23,776,0.00,0
16.511,0.0,-56.74,87,0,58,43.30,779,0.00,0
16.591,0.0,-56.54,87,0,58,43.30,779,0.00,0
16.669,0.0,-56.74,87,0,58,43.09,778,0.00,0
16.733,0.0,-56.61,87,0,58,43.23,778,0.00,0
16.823,0.0,-56.74,87,0,58,43.23,781,0.00,0
16.879,0.0,-56.74,87,0,58,43.09,775,0.00,0
16.968,0.0,-56.74,87,0,58,43.09,772,0.00,0
17.031,0.0,-56.74,87,0,58,43.09,771,0.00,0
17.124,0.0,-56.88,87,0,58,42.95,769,0.00,0
17.181,0.0,-56.81,87,0,58,43.09,772,0.00,0
17.262,0.0,-56.88,87,0,58,42.95,769,0.00,0
17.340,0.0,-57.02,87,0,58,42.82,770,0.00,0
17.409,0.0,-56.95,87,0,58,42.68,767,0.00,0
17.488,0.0,-57.16,87,0,58,42.68,766,0.00,0
17.564,0.0,-57.23,87,0,58,42.68,769,0.00,0
17.631,0.0,-57.16,87,0,58,42.68,769,0.00,0
17.723,0.0,-57.23,87,0,58,42.82,765,0.00,0
17.789,0.0,-57.23,87,0,58,42.40,766,0.00,0
17.855,0.0,-57.16,87,0,58,42.68,758,0.00,0
17.939,0.0,-57.02,87,0,58,42.82,767,0.00,0
18.015,0.0,-56.95,87,0,58,42.95,768,0.00,0
18.082,0.0,-57.02,87,0,58,42.82,768,0.00,0
18.164,0.0,-56.81,87,0,58,43.09,757,0.00,0
18.240,0.0,-56.74,87,0,58,43.09,764,0.00,0
18.305,0.0,-56.61,87,0,58,43.23,771,0.00,0
18.391,0.0,-56.74,87,0,58,43.09,772,0.00,0
18.459,0.0,-56.74,87,0,58,43.09,763,0.00,0
18.541,0.0,-56.74,87,0,58,43.09,766,0.00,0
18.618,0.0,-56.61,87,0,58,43.09,766,0.00,0
18.682,0.0,-56.88,87,0,58,43.09,762,0.00,0
18.763,0.0,-56.61,87,0,58,43.23,753,0.00,0
18.843,0.0,-56.61,87,0,58,43.09,751,0.00,0
18.909,0.0,-56.61,87,0,58,43.23,752,0.00,0
18.989,0.0,-56.54,87,0,58,43.30,754,0.00,0
19.053,0.0,-56.61,87,0,58,43.09,760,0.00,0
19.144,0.0,-56.54,87,0,58,43.30,764,0.00,0
19.210,0.0,-56.74,87,0,58,43.09,764,0.00,0
19.290,0.0,-56.88,87,0,58,42.95,765,0.00,0
19.367,0.0,-57.02,87,0,58,42.82,764,0.00,0
19.435,0.0,-57.16,87,0,58,42.82,758,0.00,0
19.522,0.0,-57.16,87,0,58,42.68,767,0.00,0
19.587,0.0,-57.23,87,0,58,42.68,766,0.00,0
19.659,0.0,-57.36,87,0,58,42.68,770,0.00,0
19.744,0.0,-57.02,87,0,58,42.82,768,0.00,0
19.810,0.0,-57.36,87,0,58,42.40,769,0.00,0
19.889,0.0,-57.23,87,0,58,42.68,769,0.00,0
19.967,0.0,-57.36,87,0,58,42.54,767,0.00,0
20.032,0.0,-57.23,87,0,58,42.54,763,0.00,0
20.114,0.0,-57.36,87,0,58,42.40,763,0.00,0
20.190,0.0,-57.16,87,0,58,42.68,764,0.00,0
20.259,0.0,-57.36,87,0,58,42.68,754,0.00,0
20.339,0.0,-56.95,87,0,58,42.68,748,0.00,0
20.416,0.0,-56.95,87,0,58,42.95,751,0.00,0
20.482,0.0,-57.02,87,0,58,42.95,748,0.00,0
20.556,0.0,-56.95,87,0,58,42.95,750,0.00,0
20.639,0.0,-56.95,87,0,58,42.95,753,0.00,0
20.711,0.0,-56.95,87,0,58,42.95,752,0.00,0
20.779,0.0,-57.02,87,0,58,42.82,747,0.00,0
20.871,0.0,-56.95,87,0,58,42.95,744,0.00,0
20.938,0.0,-56.88,87,0,58,42.95,752,0.00,0
21.008,0.0,-56.74,87,0,58,43.09,750,0.00,0
21.087,0.0,-56.81,87,0,58,43.09,751,0.00,0
21.160,0.0,-56.61,87,0,58,43.23,753,0.00,0
21.233,0.0,-56.74,87,0,58,43.23,754,0.00,0
21.322,0.0,-56.61,87,0,58,43.09,756,0.00,0
21.379,0.0,-56.88,87,0,58,42.95,756,0.00,0
21.470,0.0,-56.88,87,0,58,42.95,754,0.00,0
21.536,0.0,-57.23,87,0,58,42.95,749,0.00,0
21.608,0.0,-57.23,87,0,58,42.68,748,0.00,0
21.686,0.0,-57.23,87,0,58,42.68,749,0.00,0
21.762,0.0,-57.30,87,0,58,42.68,746,0.00,0
21.836,0.0,-57.23,87,0,58,42.68,740,0.00,0
21.905,0.0,-57.23,87,0,58,42.68,735,0.00,0
21.979,0.0,-56.95,87,0,58,42.95,736,0.00,0
22.061,0.0,-56.95,87,0,58,42.82,744,0.00,0
22.138,0.0,-56.81,87,0,58,43.09,742,0.00,0
22.211,0.0,-57.02,87,0,58,42.95,745,0.00,0
22.281,0.0,-56.74,87,0,58,43.09,747,0.00,0
22.370,0.0,-56.95,87,0,58,42.95,747,0.00,0
22.435,0.0,-56.74,87,0,58,43.09,748,0.00,0
22.524,0.0,-57.02,87,0,58,42.95,751,0.00,0
22.580,0.0,-56.74,87,0,58,42.95,747,0.00,0
22.660,0.0,-57.02,87,0,58,42.82,742,0.00,0
22.738,0.0,-56.95,87,0,58,43.09,740,0.00,0
22.806,0.0,-56.88,87,0,58,42.95,735,0.00,0
22.893,0.0,-56.95,87,0,58,42.95,736,0.00,0
22.959,0.0,-56.81,87,0,58,43.09,737,0.00,0
23.042,0.0,-56.74,87,0,58,43.09,742,0.00,0
23.111,0.0,-56.81,87,0,58,43.09,753,0.00,0
23.190,0.0,-56.95,87,0,58,42.95,752,0.00,0
23.254,0.0,-56.81,87,0,58,43.09,749,0.00,0
23.349,0.0,-57.02,87,0,58,42.82,756,0.00,0
23.411,0.0,-56.88,87,0,58,42.95,754,0.00,0
23.492,0.0,-57.30,87,0,58,42.82,759,0.00,0
23.569,0.0,-57.23,87,0,58,42.68,754,0.00,0
23.636,0.0,-57.36,87,0,58,42.40,751,0.00,0
23.721,0.0,-57.36,87,0,58,42.40,745,0.00,0
23.788,0.0,-57.36,87,0,58,42.40,736,0.00,0
23.855,0.0,-57.30,87,0,58,42.54,733,0.00,0
23.946,0.0,-57.30,87,0,58,42.40,734,0.00,0
24.012,0.0,-57.23,87,0,58,42.68,732,0.00,0
24.080,0.0,-57.16,87,0,58,42.68,736,0.00,0
24.170,0.0,-57.16,87,0,58,42.68,735,0.00,0
24.237,0.0,-56.95,87,0,58,42.95,738,0.00,0
24.316,0.0,-57.02,87,0,58,42.82,732,0.00,0
24.391,0.0,-56.81,87,0,58,43.09,730,0.00,0
24.460,0.0,-56.81,87,0,58,43.09,734,0.00,0
24.539,0.0,-56.61,87,0,58,43.23,732,0.00,0
24.615,0.0,-56.74,87,0,58,43.23,737,0.00,0
24.682,0.0,-56.61,87,0,58,43.09,730,0.00,0
24.772,0.0,-56.61,87,0,58,43.23,736,0.00,0
24.829,0.0,-56.81,87,0,58,43.09,742,0.00,0
24.911,0.0,-56.88,87,0,58,42.95,738,0.00,0
24.990,0.0,-56.88,87,0,58,42.95,741,0.00,0
25.055,0.0,-56.95,87,0,58,42.95,746,0.00,0
25.146,0.0,-57.02,87,0,58,42.82,748,0.00,0
25.213,0.0,-57.23,87,0,58,42.82,757,0.00,0
25.283,0.0,-57.36,87,0,58,42.54,756,0.00,0
25.374,0.0,-57.23,87,0,58,42.54,750,0.00,0
25.439,0.0,-57.36,87,0,58,42.40,749,0.00,0
25.505,0.0,-57.23,87,0,58,42.68,747,0.00,0
25.590,0.0,-57.36,87,0,58,42.54,747,0.00,0
25.667,0.0,-57.36,87,0,58,42.40,748,0.00,0
25.733,0.0,-57.71,87,0,58,42.13,739,0.00,0
25.817,0.0,-57.36,87,0,58,42.40,742,0.00,0
25.892,0.0,-57.57,87,0,58,42.26,744,0.00,0
25.957,0.0,-57.71,87,0,58,42.13,742,0.00,0
26.044,0.0,-57.57,87,0,58,42.26,740,0.00,0
26.111,0.0,-57.64,87,0,58,42.26,738,0.00,0
26.192,0.0,-57.64,87,0,58,42.13,739,0.00,0
26.270,0.0,-57.71,87,0,59,42.13,740,0.00,0
26.335,0.0,-57.57,87,0,59,42.26,745,0.00,0
26.407,0.0,-57.71,87,0,59,42.13,746,0.00,0
26.488,0.0,-57.36,87,0,59,42.26,744,0.00,0
26.564,0.0,-57.71,87,0,59,42.26,749,0.00,0
26.630,0.0,-57.36,87,0,59,42.40,750,0.00,0
26.723,0.0,-57.71,87,0,59,42.13,756,0.00,0
26.788,0.0,-57.64,87,0,59,42.13,745,0.00,0
26.869,0.0,-57.71,87,0,59,42.13,734,0.00,0
26.934,0.0,-57.64,87,0,59,42.13,730,0.00,0
27.015,0.0,-57.57,87,0,59,42.26,730,0.00,0
27.092,0.0,-57.36,87,0,59,42.40,730,0.00,0
27.155,0.0,-57.30,87,0,59,42.54,735,0.00,0
27.239,0.0,-57.30,87,0,59,42.40,738,0.00,0
27.315,0.0,-57.30,87,0,59,42.68,744,0.00,0
27.381,0.0,-57.36,87,0,59,42.40,741,0.00,0
27.472,0.0,-57.23,87,0,59,42.54,741,0.00,0
27.539,0.0,-57.36,87,0,59,42.40,746,0.00,0
27.617,0.0,-57.23,87,0,59,42.68,746,0.00,0
27.691,0.0,-57.36,87,0,59,42.40,746,0.00,0
27.759,0.0,-57.30,87,0,59,42.40,746,0.00,0
27.841,0.0,-57.36,87,0,59,42.54,740,0.00,0
27.919,0.0,-57.36,87,0,59,42.40,742,0.00,0
27.986,0.0,-57.36,87,0,59,42.40,743,0.00,0
28.073,0.0,-57.57,87,0,59,42.26,734,0.00,0
28.130,0.0,-57.36,87,0,59,42.40,742,0.00,0
28.219,0.0,-57.43,87,0,59,42.40,747,0.00,0
28.286,0.0,-57.57,87,0,59,42.26,748,0.00,0
28.358,0.0,-57.64,87,0,59,42.13,753,0.00,0
28.438,0.0,-57.57,87,0,59,42.26,752,0.00,0
28.515,0.0,-57.71,87,0,59,42.13,749,0.00,0
28.580,0.0,-57.43,87,0,59,42.40,748,0.00,0
28.664,0.0,-57.71,87,0,59,42.26,743,0.00,0
28.740,0.0,-57.36,87,0,59,42.40,737,0.00,0
28.805,0.0,-57.36,87,0,59,42.40,746,0.00,0
28.889,0.0,-57.43,87,0,59,42.40,765,0.00,0
28.966,0.0,-58.54,87,0,59,41.99,762,0.00,0
29.031,0.0,-59.57,87,0,59,40.82,778,0.00,0
29.122,0.0,-60.74,87,0,59,39.71,795,0.00,0
29.189,0.0,-61.36,87,0,59,38.40,820,0.00,0
29.258,0.0,-62.26,87,0,59,37.58,848,0.00,0
29.345,0.0,-62.67,87,0,59,37.16,845,0.00,0
29.412,0.0,-63.43,87,0,59,36.82,845,0.00,0
29.492,0.0,-63.57,87,0,59,36.27,839,0.00,0
29.568,0.0,-63.98,87,0,59,36.13,824,0.00,0
29.631,0.0,-63.91,87,0,59,35.71,804,0.00,0
29.721,0.0,-64.26,87,0,59,35.58,793,0.00,0
29.788,0.0,-63.98,87,0,59,35.85,776,0.00,0
29.856,0.0,-63.91,87,0,59,35.85,760,0.00,0
29.935,0.0,-63.57,87,0,59,35.99,762,0.00,0
30.013,0.0,-63.16,87,0,59,36.54,774,0.00,0
30.089,0.0,-62.54,87,0,59,37.16,765,0.00,0
30.158,0.0,-62.54,87,0,59,37.16,766,0.00,0
30.240,0.0,-62.47,87,0,59,37.30,775,0.00,0
30.320,0.0,-62.33,87,0,59,37.44,784,0.00,0
30.387,0.0,-62.40,87,0,59,37.44,788,0.00,0
30.471,0.0,-62.54,87,0,59,37.44,802,0.00,0
30.538,0.0,-62.81,87,0,59,37.09,799,0.00,0
30.623,0.0,-62.81,87,0,59,36.82,800,0.00,0
30.692,0.0,-63.16,87,0,59,36.68,805,0.00,0
30.770,0.0,-63.16,87,0,59,36.68,806,0.00,0
30.836,0.0,-63.22,87,0,59,36.54,806,0.00,0
30.923,0.0,-63.50,87,0,59,36.40,809,0.00,0
30.980,0.0,-63.22,87,0,59,36.54,802,0.00,0
31.069,0.0,-63.57,87,0,59,36.27,799,0.00,0
31.135,0.0,-63.29,87,0,59,36.40,800,0.00,0
31.224,0.0,-63.57,87,0,59,36.40,800,0.00,0
31.289,0.0,-63.16,87,0,59,36.40,795,0.00,0
31.355,0.0,-63.22,87,0,59,36.54,797,0.00,0
31.438,0.0,-63.16,87,0,59,36.68,795,0.00,0
31.516,0.0,-63.22,87,0,59,36.54,790,0.00,0
31.581,0.0,-62.88,87,0,59,36.82,790,0.00,0
31.669,0.0,-63.22,87,0,59,36.82,803,0.00,0
31.735,0.0,-63.09,87,0,59,36.68,814,0.00,0
31.820,0.0,-63.22,87,0,59,36.54,811,0.00,0
31.889,0.0,-63.22,87,0,59,36.54,806,0.00,0
31.963,0.0,-63.57,87,0,59,36.27,814,0.00,0
32.031,0.0,-63.43,87,0,59,36.40,805,0.00,0
32.124,0.0,-63.57,87,0,59,36.40,806,0.00,0
32.181,0.0,-63.43,87,0,59,36.40,808,0.00,0
32.269,0.0,-63.57,87,0,59,36.27,804,0.00,0
32.335,0.0,-63.29,87,0,59,36.54,800,0.00,0
32.405,0.0,-63.57,87,0,59,36.27,812,0.00,0
32.489,0.0,-63.43,87,0,59,36.40,810,0.00,0
32.567,0.0,-63.57,87,0,59,36.40,814,0.00,0
32.633,0.0,-63.57,87,0,59,36.27,819,0.00,0
32.723,0.0,-63.91,87,0,59,35.85,818,0.00,0
32.789,0.0,-63.91,87,0,59,35.85,810,0.00,0
32.858,0.0,-64.26,87,0,59,35.58,810,0.00,0
32.939,0.0,-64.05,87,0,59,35.71,799,0.00,0
33.019,0.0,-64.26,87,0,59,35.71,795,0.00,0
33.086,0.0,-63.98,87,0,59,35.85,790,0.00,0
33.169,0.0,-63.91,87,0,59,35.85,800,0.00,0
33.233,0.0,-63.71,87,0,59,36.13,801,0.00,0
33.318,0.0,-63.91,87,0,59,35.85,787,0.00,0
33.382,0.0,-63.71,87,0,59,35.99,786,0.00,0
33.470,0.0,-63.91,87,0,59,35.99,796,0.00,0
33.535,0.0,-63.71,87,0,59,36.13,802,0.00,0
